record,slice_name,total_texts,first_text_id,last_text_id,tmp_slice_path,final_slice_path,conllu_path,origin_filepath,data_origin_group,final_df_path,exclusions_path,slice_number,started_at,finished_at,parsing_time,slice_number_str,days,time,seconds,kept_df_mtime,excl_df_mtime,slice_df_mtime,conllu_mtime,kept_df_gzMB,excl_df_gzMB,slice_df_gzMB,conllu_MB,end_timedelta
29-008-0054,Pcc29_8,9999,pcc_eng_29_008.0001_x0113127,pcc_eng_29_008.9999_x0129299,pile_tables/slices/Pcc29/tmp/pile_29-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc29/pile_29-008_Pile-CC_df.pkl.gz,Pcc29.conll/pcc_eng_29-008.conllu,/share/compling/data/pile/train/29.jsonl,29,pile_tables/pile_29_Pile-CC_df.pkl.gz,pile_exclusions/pile_29_Pile-CC_excl.pkl.gz,8,2022-04-13 03:47:00,2022-04-13 04:53:00,0 days 01:06:20,008,0,0 days 01:06:20,3980,2022-03-27 02:12:00,2022-04-30 03:31:00,2022-04-12 21:17:00,2022-04-13 04:53:00,1015.2,0.1,9.4,380.4,0.0
00-001-0055,Pcc00_1,9999,pcc_eng_00_001.0001_x0000002,pcc_eng_00_001.9999_x0016106,pile_tables/slices/Pcc00/tmp/pile_00-001_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc00/pile_00-001_Pile-CC_df.pkl.gz,Pcc00.conll/pcc_eng_00-001.conllu,/share/compling/data/pile/train/00.jsonl,00,pile_tables/pile_00_Pile-CC_df.pkl.gz,pile_exclusions/pile_00_Pile-CC_excl.pkl.gz,1,2022-04-13 04:04:00,2022-04-13 04:54:00,0 days 00:50:11,001,0,0 days 00:50:11,3011,2022-04-13 03:59:00,2022-06-28 16:52:00,2022-04-13 04:00:00,2022-04-13 04:54:00,1012.7,1751.9,9.4,379.8,0.0
03-002-0057,Pcc03_2,9999,pcc_eng_03_002.0001_x0016215,pcc_eng_03_002.9999_x0032290,pile_tables/slices/Pcc03/tmp/pile_03-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc03/pile_03-002_Pile-CC_df.pkl.gz,Pcc03.conll/pcc_eng_03-002.conllu,/share/compling/data/pile/train/03.jsonl,03,pile_tables/pile_03_Pile-CC_df.pkl.gz,pile_exclusions/pile_03_Pile-CC_excl.pkl.gz,2,2022-04-13 04:14:00,2022-04-13 04:59:00,0 days 00:45:18,002,0,0 days 00:45:18,2718,2022-04-13 03:15:00,2022-04-22 10:21:00,2022-04-13 03:15:00,2022-04-13 04:59:00,1013.6,1749.5,9.3,379.0,0.0
01-002-0058,Pcc01_2,9999,pcc_eng_01_002.0001_x0016204,pcc_eng_01_002.9999_x0032252,pile_tables/slices/Pcc01/tmp/pile_01-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-002_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-002.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,2,2022-04-13 04:20:00,2022-04-13 05:06:00,0 days 00:45:09,002,0,0 days 00:45:09,2709,2022-04-13 03:31:00,2022-06-28 23:06:00,2022-04-13 03:31:00,2022-04-13 05:05:00,1013.1,0.2,9.3,378.3,-1.0
11-003-0059,Pcc11_3,9999,pcc_eng_11_003.0001_x0032494,pcc_eng_11_003.9999_x0048544,pile_tables/slices/Pcc11/tmp/pile_11-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-003_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-003.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,3,2022-04-13 04:30:00,2022-04-13 05:13:00,0 days 00:42:42,003,0,0 days 00:42:42,2562,2022-04-13 02:43:00,2022-04-22 10:03:00,2022-04-13 02:44:00,2022-04-13 05:13:00,1012.4,1750.2,9.4,380.7,0.0
12-002-0060,Pcc12_2,9999,pcc_eng_12_002.0001_x0016169,pcc_eng_12_002.9999_x0032318,pile_tables/slices/Pcc12/tmp/pile_12-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc12/pile_12-002_Pile-CC_df.pkl.gz,Pcc12.conll/pcc_eng_12-002.conllu,/share/compling/data/pile/train/12.jsonl,12,pile_tables/pile_12_Pile-CC_df.pkl.gz,pile_exclusions/pile_12_Pile-CC_excl.pkl.gz,2,2022-04-13 04:26:00,2022-04-13 05:16:00,0 days 00:49:15,002,0,0 days 00:49:15,2955,2022-04-13 03:31:00,2022-06-28 15:27:00,2022-04-13 03:32:00,2022-04-13 05:15:00,1012.8,1753.8,9.3,375.7,-1.0
07-001-0061,Pcc07_1,9999,pcc_eng_07_001.0001_x0000004,pcc_eng_07_001.9999_x0016068,pile_tables/slices/Pcc07/tmp/pile_07-001_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc07/pile_07-001_Pile-CC_df.pkl.gz,Pcc07.conll/pcc_eng_07-001.conllu,/share/compling/data/pile/train/07.jsonl,07,pile_tables/pile_07_Pile-CC_df.pkl.gz,pile_exclusions/pile_07_Pile-CC_excl.pkl.gz,1,2022-04-13 04:20:00,2022-04-13 05:16:00,0 days 00:55:54,001,0,0 days 00:55:54,3354,2022-04-13 04:14:00,2022-05-04 16:29:00,2022-04-13 04:15:00,2022-04-13 05:16:00,1014.8,1748.1,9.5,386.3,0.0
13-002-0062,Pcc13_2,9999,pcc_eng_13_002.0001_x0016004,pcc_eng_13_002.9999_x0032058,pile_tables/slices/Pcc13/tmp/pile_13-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-002_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-002.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,2,2022-04-13 04:34:00,2022-04-13 05:27:00,0 days 00:52:57,002,0,0 days 00:52:57,3177,2022-04-13 03:38:00,2022-04-22 18:21:00,2022-04-13 03:38:00,2022-04-13 05:27:00,1015.6,1755.2,9.6,387.7,0.0
28-011-0063,Pcc28_11,9999,pcc_eng_28_011.0001_x0161757,pcc_eng_28_011.9999_x0178118,pile_tables/slices/Pcc28/tmp/pile_28-011_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-011_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-011.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,11,2022-04-13 04:45:00,2022-04-13 05:28:00,0 days 00:43:26,011,0,0 days 00:43:26,2606,2022-04-02 06:13:00,2022-06-28 15:20:00,2022-04-12 21:27:00,2022-04-13 05:28:00,1014.1,1750.6,9.4,382.3,0.0
04-002-0064,Pcc04_2,9999,pcc_eng_04_002.0001_x0016163,pcc_eng_04_002.9999_x0032457,pile_tables/slices/Pcc04/tmp/pile_04-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-002_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-002.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,2,2022-04-13 04:38:00,2022-04-13 05:31:00,0 days 00:53:06,002,0,0 days 00:53:06,3186,2022-04-13 03:36:00,2022-06-03 07:10:00,2022-04-13 03:36:00,2022-04-13 05:31:00,1013.6,1742.4,9.3,379.5,0.0
10-003-0065,Pcc10_3,9999,pcc_eng_10_003.0001_x0032431,pcc_eng_10_003.9999_x0048544,pile_tables/slices/Pcc10/tmp/pile_10-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-003_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-003.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,3,2022-04-13 04:48:00,2022-04-13 05:32:00,0 days 00:43:52,003,0,0 days 00:43:52,2632,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:54:00,2022-04-13 05:32:00,1015.6,1740.5,9.5,384.6,0.0
09-003-0066,Pcc09_3,9999,pcc_eng_09_003.0001_x0032384,pcc_eng_09_003.9999_x0048796,pile_tables/slices/Pcc09/tmp/pile_09-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-003_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-003.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,3,2022-04-13 04:51:00,2022-04-13 05:33:00,0 days 00:42:20,003,0,0 days 00:42:20,2540,2022-04-13 03:04:00,2022-04-22 12:24:00,2022-04-13 03:05:00,2022-04-13 05:33:00,1013.6,1764.9,9.5,384.1,0.0
06-002-0067,Pcc06_2,9999,pcc_eng_06_002.0001_x0016198,pcc_eng_06_002.9999_x0032537,pile_tables/slices/Pcc06/tmp/pile_06-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc06/pile_06-002_Pile-CC_df.pkl.gz,Pcc06.conll/pcc_eng_06-002.conllu,/share/compling/data/pile/train/06.jsonl,06,pile_tables/pile_06_Pile-CC_df.pkl.gz,pile_exclusions/pile_06_Pile-CC_excl.pkl.gz,2,2022-04-13 04:42:00,2022-04-13 05:34:00,0 days 00:51:29,002,0,0 days 00:51:29,3089,2022-04-13 03:43:00,2022-06-28 15:29:00,2022-04-13 03:44:00,2022-04-13 05:34:00,1010.5,1753.3,9.3,379.8,0.0
02-002-0068,Pcc02_2,9999,pcc_eng_02_002.0001_x0016186,pcc_eng_02_002.9999_x0032341,pile_tables/slices/Pcc02/tmp/pile_02-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc02/pile_02-002_Pile-CC_df.pkl.gz,Pcc02.conll/pcc_eng_02-002.conllu,/share/compling/data/pile/train/02.jsonl,02,pile_tables/pile_02_Pile-CC_df.pkl.gz,pile_exclusions/pile_02_Pile-CC_excl.pkl.gz,2,2022-04-13 04:40:00,2022-04-13 05:34:00,0 days 00:54:17,002,0,0 days 00:54:17,3257,2022-04-13 03:39:00,2022-06-28 22:15:00,2022-04-13 03:39:00,2022-04-13 05:34:00,1015.8,1753.6,9.5,387.3,0.0
08-003-0069,Pcc08_3,9999,pcc_eng_08_003.0001_x0032505,pcc_eng_08_003.9999_x0048521,pile_tables/slices/Pcc08/tmp/pile_08-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-003_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-003.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,3,2022-04-13 04:52:00,2022-04-13 05:34:00,0 days 00:42:55,003,0,0 days 00:42:55,2575,2022-04-13 03:06:00,2022-05-04 13:31:00,2022-04-13 03:07:00,2022-04-13 05:34:00,1011.5,1752.3,9.4,379.9,0.0
05-003-0070,Pcc05_3,9999,pcc_eng_05_003.0001_x0032498,pcc_eng_05_003.9999_x0048744,pile_tables/slices/Pcc05/tmp/pile_05-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-003_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-003.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,3,2022-04-13 04:50:00,2022-04-13 05:41:00,0 days 00:51:21,003,0,0 days 00:51:21,3081,2022-04-13 03:00:00,2022-04-22 08:54:00,2022-04-13 03:01:00,2022-04-13 05:41:00,1012.5,1758.6,9.3,373.5,0.0
15-002-0071,Pcc15_2,9999,pcc_eng_15_002.0001_x0015956,pcc_eng_15_002.9999_x0031985,pile_tables/slices/Pcc15/tmp/pile_15-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-002_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-002.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,2,2022-04-13 04:50:00,2022-04-13 05:43:00,0 days 00:52:29,002,0,0 days 00:52:29,3149,2022-04-13 03:51:00,2022-04-22 07:27:00,2022-04-13 03:52:00,2022-04-13 05:43:00,1016.0,1754.6,9.4,382.3,0.0
00-002-0072,Pcc00_2,9999,pcc_eng_00_002.0001_x0016108,pcc_eng_00_002.9999_x0032284,pile_tables/slices/Pcc00/tmp/pile_00-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc00/pile_00-002_Pile-CC_df.pkl.gz,Pcc00.conll/pcc_eng_00-002.conllu,/share/compling/data/pile/train/00.jsonl,00,pile_tables/pile_00_Pile-CC_df.pkl.gz,pile_exclusions/pile_00_Pile-CC_excl.pkl.gz,2,2022-04-13 04:54:00,2022-04-13 05:43:00,0 days 00:48:29,002,0,0 days 00:48:29,2909,2022-04-13 03:59:00,2022-06-28 16:52:00,2022-04-13 04:00:00,2022-04-13 05:43:00,1012.7,1751.9,9.4,380.7,0.0
16-002-0073,Pcc16_2,9999,pcc_eng_16_002.0001_x0016356,pcc_eng_16_002.9999_x0032610,pile_tables/slices/Pcc16/tmp/pile_16-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc16/pile_16-002_Pile-CC_df.pkl.gz,Pcc16.conll/pcc_eng_16-002.conllu,/share/compling/data/pile/train/16.jsonl,16,pile_tables/pile_16_Pile-CC_df.pkl.gz,pile_exclusions/pile_16_Pile-CC_excl.pkl.gz,2,2022-04-13 04:45:00,2022-04-13 05:45:00,0 days 00:59:52,002,0,0 days 00:59:52,3592,2022-04-13 03:44:00,2022-05-31 14:52:00,2022-04-13 03:45:00,2022-04-13 05:45:00,1012.7,1750.4,9.9,406.0,0.0
03-003-0074,Pcc03_3,9999,pcc_eng_03_003.0001_x0032291,pcc_eng_03_003.9999_x0048319,pile_tables/slices/Pcc03/tmp/pile_03-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc03/pile_03-003_Pile-CC_df.pkl.gz,Pcc03.conll/pcc_eng_03-003.conllu,/share/compling/data/pile/train/03.jsonl,03,pile_tables/pile_03_Pile-CC_df.pkl.gz,pile_exclusions/pile_03_Pile-CC_excl.pkl.gz,3,2022-04-13 05:07:00,2022-04-13 05:52:00,0 days 00:44:17,003,0,0 days 00:44:17,2657,2022-04-13 03:15:00,2022-04-22 10:21:00,2022-04-13 03:15:00,2022-04-13 05:52:00,1013.6,1749.5,9.2,370.3,0.0
01-003-0075,Pcc01_3,9999,pcc_eng_01_003.0001_x0032253,pcc_eng_01_003.9999_x0048457,pile_tables/slices/Pcc01/tmp/pile_01-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-003_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-003.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,3,2022-04-13 05:06:00,2022-04-13 05:53:00,0 days 00:47:06,003,0,0 days 00:47:06,2826,2022-04-13 03:31:00,2022-06-28 23:06:00,2022-04-13 03:31:00,2022-04-13 05:53:00,1013.1,0.2,9.5,387.7,0.0
11-004-0076,Pcc11_4,9999,pcc_eng_11_004.0001_x0048546,pcc_eng_11_004.9999_x0064896,pile_tables/slices/Pcc11/tmp/pile_11-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-004_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-004.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,4,2022-04-13 05:13:00,2022-04-13 05:56:00,0 days 00:43:08,004,0,0 days 00:43:08,2588,2022-04-13 02:43:00,2022-04-22 10:03:00,2022-04-13 02:44:00,2022-04-13 05:56:00,1012.4,1750.2,9.5,389.2,0.0
07-002-0077,Pcc07_2,9999,pcc_eng_07_002.0001_x0016070,pcc_eng_07_002.9999_x0032214,pile_tables/slices/Pcc07/tmp/pile_07-002_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc07/pile_07-002_Pile-CC_df.pkl.gz,Pcc07.conll/pcc_eng_07-002.conllu,/share/compling/data/pile/train/07.jsonl,07,pile_tables/pile_07_Pile-CC_df.pkl.gz,pile_exclusions/pile_07_Pile-CC_excl.pkl.gz,2,2022-04-13 05:16:00,2022-04-13 06:09:00,0 days 00:52:31,002,0,0 days 00:52:31,3151,2022-04-13 04:14:00,2022-05-04 16:29:00,2022-04-13 04:15:00,2022-04-13 06:09:00,1014.8,1748.1,9.5,381.7,0.0
28-012-0078,Pcc28_12,9999,pcc_eng_28_012.0001_x0178121,pcc_eng_28_012.9999_x0194369,pile_tables/slices/Pcc28/tmp/pile_28-012_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-012_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-012.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,12,2022-04-13 05:28:00,2022-04-13 06:10:00,0 days 00:42:05,012,0,0 days 00:42:05,2525,2022-04-02 06:13:00,2022-06-28 15:20:00,2022-04-12 21:28:00,2022-04-13 06:10:00,1014.1,1750.6,9.6,387.7,0.0
12-003-0079,Pcc12_3,9999,pcc_eng_12_003.0001_x0032320,pcc_eng_12_003.9999_x0048430,pile_tables/slices/Pcc12/tmp/pile_12-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc12/pile_12-003_Pile-CC_df.pkl.gz,Pcc12.conll/pcc_eng_12-003.conllu,/share/compling/data/pile/train/12.jsonl,12,pile_tables/pile_12_Pile-CC_df.pkl.gz,pile_exclusions/pile_12_Pile-CC_excl.pkl.gz,3,2022-04-13 05:24:00,2022-04-13 06:13:00,0 days 00:48:43,003,0,0 days 00:48:43,2923,2022-04-13 03:31:00,2022-06-28 15:27:00,2022-04-13 03:32:00,2022-04-13 06:13:00,1012.8,1753.8,9.2,371.0,0.0
10-004-0080,Pcc10_4,9999,pcc_eng_10_004.0001_x0048545,pcc_eng_10_004.9999_x0064691,pile_tables/slices/Pcc10/tmp/pile_10-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-004_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-004.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,4,2022-04-13 05:32:00,2022-04-13 06:16:00,0 days 00:43:34,004,0,0 days 00:43:34,2614,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:54:00,2022-04-13 06:16:00,1015.6,1740.5,9.4,379.2,0.0
09-004-0081,Pcc09_4,9999,pcc_eng_09_004.0001_x0048799,pcc_eng_09_004.9999_x0064971,pile_tables/slices/Pcc09/tmp/pile_09-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-004_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-004.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,4,2022-04-13 05:33:00,2022-04-13 06:17:00,0 days 00:43:14,004,0,0 days 00:43:14,2594,2022-04-13 03:04:00,2022-04-22 12:24:00,2022-04-13 03:05:00,2022-04-13 06:17:00,1013.6,1764.9,9.4,385.5,0.0
13-003-0082,Pcc13_3,9999,pcc_eng_13_003.0001_x0032064,pcc_eng_13_003.9999_x0048289,pile_tables/slices/Pcc13/tmp/pile_13-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-003_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-003.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,3,2022-04-13 05:27:00,2022-04-13 06:18:00,0 days 00:51:05,003,0,0 days 00:51:05,3065,2022-04-13 03:38:00,2022-04-22 18:21:00,2022-04-13 03:38:00,2022-04-13 06:18:00,1015.6,1755.2,9.4,381.6,0.0
04-003-0083,Pcc04_3,9999,pcc_eng_04_003.0001_x0032459,pcc_eng_04_003.9999_x0048682,pile_tables/slices/Pcc04/tmp/pile_04-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-003_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-003.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,3,2022-04-13 05:31:00,2022-04-13 06:24:00,0 days 00:52:50,003,0,0 days 00:52:50,3170,2022-04-13 03:36:00,2022-06-03 07:10:00,2022-04-13 03:36:00,2022-04-13 06:24:00,1013.6,1742.4,9.4,382.8,0.0
08-004-0084,Pcc08_4,9999,pcc_eng_08_004.0001_x0048523,pcc_eng_08_004.9999_x0064711,pile_tables/slices/Pcc08/tmp/pile_08-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-004_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-004.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,4,2022-04-13 05:44:00,2022-04-13 06:25:00,0 days 00:41:13,004,0,0 days 00:41:13,2473,2022-04-13 03:06:00,2022-05-04 13:31:00,2022-04-13 03:07:00,2022-04-13 06:25:00,1011.5,1752.3,9.2,369.7,0.0
02-003-0085,Pcc02_3,9999,pcc_eng_02_003.0001_x0032342,pcc_eng_02_003.9999_x0048375,pile_tables/slices/Pcc02/tmp/pile_02-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc02/pile_02-003_Pile-CC_df.pkl.gz,Pcc02.conll/pcc_eng_02-003.conllu,/share/compling/data/pile/train/02.jsonl,02,pile_tables/pile_02_Pile-CC_df.pkl.gz,pile_exclusions/pile_02_Pile-CC_excl.pkl.gz,3,2022-04-13 05:34:00,2022-04-13 06:28:00,0 days 00:54:09,003,0,0 days 00:54:09,3249,2022-04-13 03:39:00,2022-06-28 22:15:00,2022-04-13 03:39:00,2022-04-13 06:28:00,1015.8,1753.6,9.5,383.4,0.0
00-003-0086,Pcc00_3,9999,pcc_eng_00_003.0001_x0032286,pcc_eng_00_003.9999_x0048433,pile_tables/slices/Pcc00/tmp/pile_00-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc00/pile_00-003_Pile-CC_df.pkl.gz,Pcc00.conll/pcc_eng_00-003.conllu,/share/compling/data/pile/train/00.jsonl,00,pile_tables/pile_00_Pile-CC_df.pkl.gz,pile_exclusions/pile_00_Pile-CC_excl.pkl.gz,3,2022-04-13 05:43:00,2022-04-13 06:30:00,0 days 00:47:33,003,0,0 days 00:47:33,2853,2022-04-13 03:59:00,2022-06-28 16:52:00,2022-04-13 04:00:00,2022-04-13 06:30:00,1012.7,1751.9,9.4,380.6,0.0
15-003-0087,Pcc15_3,9999,pcc_eng_15_003.0001_x0031986,pcc_eng_15_003.9999_x0048283,pile_tables/slices/Pcc15/tmp/pile_15-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-003_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-003.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,3,2022-04-13 05:43:00,2022-04-13 06:33:00,0 days 00:50:37,003,0,0 days 00:50:37,3037,2022-04-13 03:51:00,2022-04-22 07:27:00,2022-04-13 03:52:00,2022-04-13 06:33:00,1016.0,1754.6,9.5,385.5,0.0
03-004-0088,Pcc03_4,9999,pcc_eng_03_004.0001_x0048320,pcc_eng_03_004.9999_x0064660,pile_tables/slices/Pcc03/tmp/pile_03-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc03/pile_03-004_Pile-CC_df.pkl.gz,Pcc03.conll/pcc_eng_03-004.conllu,/share/compling/data/pile/train/03.jsonl,03,pile_tables/pile_03_Pile-CC_df.pkl.gz,pile_exclusions/pile_03_Pile-CC_excl.pkl.gz,4,2022-04-13 05:52:00,2022-04-13 06:37:00,0 days 00:44:48,004,0,0 days 00:44:48,2688,2022-04-13 03:15:00,2022-04-22 10:21:00,2022-04-13 03:15:00,2022-04-13 06:37:00,1013.6,1749.5,9.3,376.8,0.0
16-003-0089,Pcc16_3,9999,pcc_eng_16_003.0001_x0032611,pcc_eng_16_003.9999_x0048768,pile_tables/slices/Pcc16/tmp/pile_16-003_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc16/pile_16-003_Pile-CC_df.pkl.gz,Pcc16.conll/pcc_eng_16-003.conllu,/share/compling/data/pile/train/16.jsonl,16,pile_tables/pile_16_Pile-CC_df.pkl.gz,pile_exclusions/pile_16_Pile-CC_excl.pkl.gz,3,2022-04-13 05:45:00,2022-04-13 06:38:00,0 days 00:53:10,003,0,0 days 00:53:10,3190,2022-04-13 03:44:00,2022-05-31 14:52:00,2022-04-13 03:45:00,2022-04-13 06:38:00,1012.7,1750.4,9.4,381.2,0.0
11-005-0090,Pcc11_5,9999,pcc_eng_11_005.0001_x0064897,pcc_eng_11_005.9999_x0081064,pile_tables/slices/Pcc11/tmp/pile_11-005_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-005_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-005.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,5,2022-04-13 05:56:00,2022-04-13 06:39:00,0 days 00:43:07,005,0,0 days 00:43:07,2587,2022-04-13 02:43:00,2022-04-22 10:03:00,2022-04-13 02:44:00,2022-04-13 06:39:00,1012.4,1750.2,9.6,387.9,0.0
01-004-0091,Pcc01_4,9999,pcc_eng_01_004.0001_x0048458,pcc_eng_01_004.9999_x0064506,pile_tables/slices/Pcc01/tmp/pile_01-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-004_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-004.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,4,2022-04-13 05:53:00,2022-04-13 06:40:00,0 days 00:47:39,004,0,0 days 00:47:39,2859,2022-04-13 03:31:00,2022-06-28 23:06:00,2022-04-13 03:31:00,2022-04-13 06:40:00,1013.1,0.2,9.4,381.3,0.0
